SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
6/1/2022,Carrollton,75007,695000,5,4,3297,13939,1989,211,20072746,32.9922302,-96.9034501,"Completely remodeled and updated from top to bottom! 5 Bedrooms, 4 Full Baths, 2 Dining, Study. Luxury kitchen with Energy Star stainless appliances, double ovens, gas cooktop, granite, oversized island, soft close drawers & cabinets, breakfast area w bay window overlooking pool. Corner lot of .32 acres faces Nob Hill Greenbelt with close to 8 miles of walking-biking trails. Backyard has Diving Pool w 2022 pump, new plaster & tile, Jacuzzi cleaning system, flagstone deck, covered patio, 2-car garage, 2-car carport, add’l. RV or Boat parking and electric security gate. Two 16+ SEER HVAC and Solar Panels (you cannot see them from the street!) for max. energy efficiency. Study and bedroom with full bath down. Owner's Suite and 3 additional bedrooms up. 5th bedroom has options for media or gameroom! The following convey with sale: Samsung Stainless Refrigerator, Jacuzzi Pool Cleaning System, Outdoor Sunbrella and Solar Panels. Minutes from Bush Turnpike & I-35. Your Summer Oasis awaits!!!"
7/1/2022,Carrollton,75007,300000,2,2,1271,5314,1983,236,20085157,33.0129,-96.873742,"Fantastic location with easy access to both Highway 121 and George Bush Freeway! This home features two spacious bedrooms and bathroom, along with a beautiful living area with a fireplace. The yard is fully gated and in great condition, plenty of space for pets or hosting! This home will come with washer, dryer, stove, AND fridge - don't miss out on this opportunity! ACCEPTING OFFERS UNTIL MONDAY 6-20 8pm."
5/1/2022,Carrollton,75007,300000,3,2,1446,7492,1972,207,20038881,32.9953845,-96.8758203,"This is a nicely remodeled 1 story with 3 bedrooms and 2 full bathrooms. Upgraded appliances and granite in the kitchen. The HVAC and roof were replaced in 2018. New flooring, fabulous shower in the master. Nice size fenced in back yard with covered patio. It is a short distance to parks and Thompson Elementary School."
6/1/2022,Carrollton,75007,299990,3,2,1281,4617,1983,234,20044497,33.0147752,-96.8712201,"Charming single story home situated in an established Carrollton neighborhood. This 3 bedroom, 2 bath offers a warm and inviting living area highlighted by a brick fireplace and vaulted ceilings. The kitchen offers plenty of counter-top space for preparing home-cooked meals. Spacious primary bedroom with ensure bath and WIC. Two guest rooms share a bath. Enjoy the private fenced in backyard."
3/1/2022,Carrollton,75007,300000,3,2,1416,9278,1974,212,14766959,33.0108354,-96.8773431,"MULTIPLE OFFERS RECEIVED, HIGHEST & BEST BY NOON MONDAY, MARCH 7th. Beautiful single-story home in Woodlake! Home backs up to a greenbelt, no neighbors behind. The backyard has gate access to the bike & walking path. New luxury vinyl flooring, fresh interior & exterior paint, upgraded lighting, NEW WINDOWS & SLIDING GLASS DOOR. Kitchen is upgraded as well with new stainless steel appliances & new granite countertops. Both bathrooms have been recently updated too. HUGE YARD, perfect for gardening, children's activities or grilling on the patio. HVAC 2018, Hot Water Heater 2019, roof is only 4 or 5 years old. See Offer Instructions & Seller's Disclosure in Transaction Desk! All information deemed reliable & accurate but not guaranteed. Buyer & Buyer's Agent to verify all information herein, including schools, room count & measurements. The seller would prefer a quick close, with a lease back until the end of May. I will update the status through Showing Time including offer deadlines."
2/1/2023,Carrollton,75007,585000,4,3.5,2940,8712,1993,199,20237531,33.0141951,-96.8556631,"Charming home nestled in Oak Creek Estates in Carrollton near the intersection of Dallas North Tollway and President George Bush Turnpike! Wood flooring throughout the first floor! The light and bright formal living room, which can also be used as a study, has high ceilings and a wall of windows. Open to the den, the gourmet kitchen offers travertine floors, granite countertops, stainless steel whirlpool dishwasher, GE smooth cooktop, a breakfast bar, and a walk-in pantry! The den features wood floors, cathedral ceilings, and a beautiful wood burning with gas logs. Enjoy the downstairs master suite which features a sitting area and spa-like master bath with travertine floors, separate vanities, hydrotub, separate shower, and two walk-in closets. MULTIPLE OFFER RECEIVED. PLEASE SUBMIT HIGHEST AND BEST BY 3PM ON JANUARY 19TH."
5/1/2022,Carrollton,75007,389000,3,2,1724,7449,1989,226,20030611,32.9965577,-96.9028238,"MULTIPLE OFFERS! Offer deadline Sunday 17th at 5PM. Beautifully updated single story on corner treed lot w 8' cedar fence. Light & bright with a desirable layout! Many updates including luxury vinyl flooring, newly painted kitchen & bathroom cabinets & decorative lighting. Breakfast nook with charming built-ins. Formal dining room overlooks front yard. Spacious main living area with newly painted fireplace. Private master suite with beautifully updated bathroom, oversized shower, & large WIC. Finished garage w separate AC system...great for use as a workshop or pampering your cars. Back yard with extended patio & pergola for entertaining. Excellent location close to 121, 35, & PGBT. Nearby shopping, dining, schools, & all the conveniences! Sellers require 60-90 day leaseback."
6/1/2022,Carrollton,75007,332000,2,2.5,1304,4182,1983,255,20065759,33.0131574,-96.8699827,"Fantastic location with easy access to both Highway 121 and George Bush Freeway! This home features two primary bedrooms and bathrooms with an additional half bath for guests. Upstairs primary bathroom has upgraded heated floors. Kitchen updates to include granite counters, fresh new paint and gas range and decorative stone wall. Beautiful and secluded yard with 8 ft privacy fence, perfect for entertaining. Don't miss out on this opportunity!!"
7/1/2022,Carrollton,75007,425000,3,2,2133,8756,1978,199,20069849,33.0174461,-96.883005,"Beautifully updated single story home situated in the heart of Carrollton. Once inside you'll be greeted by waterproof luxury vinyl floors which lead into the formal dining room. Make your way into the updated kitchen with granite counter-tops, stainless steel appliances and two pantries. Host friends and family in the inviting living room highlighted by a fireplace and wood beam vaulted ceiling. A spacious secondary living room or game room is situated in the back of the home and offers easy access to the patio. Escape to the primary bedroom with a luxurious en suite bath with dual sinks, granite counter-tops and 3 WIC's for ample storage! Enjoy the expansive covered patio outside and large backyard shaded by a mature tree. Additional features include Energy efficient vinyl windows. Excellent location close to highways, shopping and dining. Welcome home!"
4/1/2022,Carrollton,75007,390000,4,2,2079,9583,1978,188,20022581,33.0149221,-96.8822248,Beautiful pool home in the heart of Carrollton! Enjoy your spacious outdoor area with pool and ample entertaining area. Walk into your new home with a view of your charming fireplace and enjoy a comfortable layout for raising a family while entertaining family and friends. New HVAC unit and all underground plumbing replaced recently for over $30k. Don't miss this opportunity to own in one of the hottest areas to live in the Metroplex with ease of access to most businesses and activities! Elegant well maintained neighborhood with so much potential for your growing family. Roof 2016.
9/1/2022,Carrollton,75007,435000,3,2,1652,4400,1999,263,20140618,33.0190421,-96.8904594,"Absolutely adorable single story Craftsman home in the highly sought after Homestead at Carrollton community! Wide entry with coffered ceiling and great lighting opens to a light, bright and open living, dining and kitchen area. Split master is its own private retreat and don't miss the spacious walk-in master closet done by California Closets!! Third bedroom could also be a study, playroom, or second retreat...whatever you choose. No carpet in this home. Engineered hardwoods in living,dining,master,and secondary bedrooms. Tile everywhere else. Plantation shutters thruout the entire home!! Outdoor deck with fabulous awning with remote, wind sensor and lights!! In addition to the side patio there is also a front porch for relaxing and enjoying the greenbelt that the home faces. Other updates:GDO and water heater-'19;furnace and landscaping-'20;iron rails on porch,gutters and weatherstripping-'21. Community pool and clubhouse! Kitchen fridge to convey with property."
5/1/2022,Carrollton,75007,499000,3,2,2243,8146,1993,222,20028472,32.999875,-96.92492,"Welcome home to your beautiful, 1-story, 3 bed, 2 bath home plus an office (or playroom as seen here). This highly sought-after North Carrollton home has easy access to highways for commuters and to experience the local fare.  Enjoy spring & summer cookouts with extended patio and backyard, with new board on board privacy fence.  This home is ready for you to move in right away. The open floor plan is perfect for hosting family and friends. High ceilings and abundant natural light create a happy and vibrant atmosphere. Instead of neighbors in the back, there is a creek, where you can sometimes catch bass, bluegill or enjoy the ducks and geese. Walking distance to Kent Elementary."
6/1/2022,Carrollton,75007,369900,3,2,2111,7318,1974,175,20069753,33.0015134,-96.8792934,"Exquisite updates in this sought-after Fox & Jacobs Flair, upgraded with modern touches and a summer-ready backyard featuring a lovely covered deck and sparkling pool! Originally a 4 bedroom plan, the 4th bedroom was converted into an adjoining study for the primary suite and can easily be converted back to a 4th bedroom. Many updates include: beautiful flooring, brushed nickel fixtures, granite countertops, and more! Spacious kitchen with breakfast area, and an attractive butler’s pantry perfectly positioned next to the large main dining room add to the comfort and charm of this home. Check out the second living area with cozy fireplace, overlooking the inviting pool in this low maintenance backyard where summer fun awaits - enjoy sipping cool beverages while lounging in the refreshing water or under the covered patio. When it’s time to retire for the night, enjoy the spacious sitting area in the converted primary bedroom—another oasis in this gem you’ll want to call home."
7/1/2022,Carrollton,75007,320000,3,2,1592,7013,1972,201,20083385,32.988536,-96.8823714,"MULTIPLE OFFERS RECEIVED. PLEASE SUBMIT BY 8:00PM THIS EVENING. Great find in the heart of Carrollton conveniently located close to three major highways. One story gem with three bedrooms and two baths. Sparkling, renovated recently plastered pool in very private backyard. There is even a shed with electricity and a work station. Separate family room with wood burning stand alone fireplace. Built in storage, tile floors and accent wood features throughout. Separate room that can be extra storage or a solarium. Hard flooring throughout, no carpet in this home! Corian counters in kitchen, murphy bed in family room, new fence in 2021, retaining wall added in 2022 as well as new roof, sprinklers replaced in 2021, plumbing replaced to PVC, plantation shutters, and skylights. Both bathrooms have been updated. Built in wood cabinets in living room that looks out to sparkling pool. Could this be your new home? Refrigerator, washer and dryer included in sale. All furniture negotiable."
4/1/2022,Carrollton,75007,385900,3,2,1668,7492,1983,231,20007162,33.000366,-96.907266,"Beautifully Remodeled , This jewel features higher-end new stainless appliances, Quartz counter-tops in kitchen with under mount sink, Subway tile back-splash, remodeled bathrooms with glass doors, Quartz under mounted sink and new tiled floors, New light fixtures throughout, New ceilings fans, mini-blinds, New carpet, laminated floors, New sprinklers control, Interior and Exterior paint, wood burning fireplace, New garage door opener, New fence, Sealed and painted garage floor, Foundation repair Oct.21 with lifetime Transferable warranty and so much more... !!"
7/1/2022,Carrollton,75007,365000,4,2.5,2028,8398,1983,180,20091698,33.0003117,-96.9141004,"Beautiful two-story home located in cozy Ridgeview Place. Upon entering the home, you are greeted by a spacious living room with updated hardwood flooring and a floor-to-ceiling fireplace. The master bedroom is located on the 1st floor with en-suite and 2 walk-in closets. Additional bedrooms are upstairs with the game room. The large fenced backyard offers a great outdoor space and a sparkling pool to enjoy with family and friends. Close proximity to parks, schools, shopping, and multiple highways for easy commute. Come take a look and make this great house your own!"
3/1/2022,Carrollton,75007,449500,3,2,2061,9932,1983,218,14762027,33.0216453,-96.8789773,"Well maintained & updated single story home in the heart of High Country subdivision. This large corner lot features an 8ft privacy fence, recently pebble-tec re-modeled heated pool and attached spa, large cedar covered patio for entertaining outdoors and enjoying summer cook-outs. Home updates include new stainless dishwasher, water heater installed 2016, new roof and gutters in 2017, new full HVAC system in 2015, new double pane low-e windows 2019 and several other updates. New carpet in all 3 bedrooms & the game-recreation room. Huge master en-suite featuring 2 walk in closets & a gas fireplace in the master bedroom. Gas fireplace in the generously sized living room. Garage partially converted to a recreation, game, or workout room -there is still garage space for storage or tools and yard equipment, etc. Oversized carport for 2 fully covered parking spaces and a 3rd space for RV or toy parking."
4/1/2022,Carrollton,75007,380000,3,2.5,1608,7275,1983,236,20015288,33.0098742,-96.9026508,"LOCATION! Meticulously maintained and move-in ready! Breathtaking entry featuring two story windows and an abundance of natural light. The living room offers wood flooring and a gas fireplace. Chef's kitchen boasts plenty of prep space on your granite counters, dual sinks, island and a bar window leading to the back yard for all of your entertaining needs. Two eating spaces, formal dining room and eat-in kitchen. Owner's retreat has been upgraded with wood flooring, new lighting and a completely remodeled bathroom. Stepping into your spa-like bathroom, LED mirrors, large garden tub, oversized walk-in closet and spacious walk-in shower are just a few of the features highlighted. Half bath downstairs and storage. Secondary bedrooms upstairs, Jack and Jill bathroom and storage room complete the space. Both bedrooms feature wood flooring and walk-in closets. Garage hosts built-in storage and Epoxy flooring. Relax in the private backyard space. MUST SEE! See full list of upgrades in docs."
7/1/2022,Carrollton,75007,639900,5,3,3414,14201,1985,187,20073816,33.0188909,-96.859433,"**MULTIPLE OFFERS**Please submit Highest & best by 7 PM Sat 6-11. Located in highly sought after Highlands of Carrollton, this stunning custom 5 bedroom home sits on a gorgeous .32 acre cul-de-sac lot with majestic oak trees! Main floor of this well loved home boasts extensive wood floors, a gorgeous fireplaced family room with cathedral ceilings, CHEF's kitchen w dbl ovens, GAS cooktop & abundance of cabinets & counterspace that OPENS to dining room & spacious GAME room w wet bar, making entertaining & family time a breeze! Oversized Master RETREAT w tray ceilings, WOOD floors & luxurious bath! Additional MAIN floor bedroom & full bath are perfect for guests, in-laws or office! Upstairs offers 3 SPACIOUS bedrooms w walk-in closets & large Hollywood bathroom with separate vanities! OUTDOOR OASIS w gorgeous gunite POOL, large patio, 8 ft PRIVACY fence & large grass area encourages you to dine alfresco, take a refreshing dip, watch the dogs & kids play or just unwind! New Roof 2021"
8/1/2022,Carrollton,75007,443000,3,2,1789,7013,1986,248,20106858,33.0185978,-96.9044376,"PLEASE SUBMIT FINAL OFFERS BY MONDAY NOON (July 11th) From the moment you arrive, the stunning upgrades in this home will impress you. The all new gourmet kitchen featuring a large island with quartz countertops, a gas cooktop, built-in appliances and more! A dedicated home office is a plus! The primary on-suite is fully renovated and boasts a large walk-in shower and dual vanities. Owners pride shines thru with many updates that you're looking for: new roof, new windows and patio doors, along with extensive closet space. This home is move-in ready! Negotiable items are: kitchen refrigerator; reverse osmosis in kitchen. TV mounts and garage shelving will convey. Showings will begin on Saturday (7-9) at 11:00 am."
7/1/2022,Carrollton,75007,489000,4,3,2098,8625,1983,233,20092108,33.0000857,-96.9023627,"Gorgeous trendy remodeled Home! This wonderful 4 bedroom, 3 bath home in the desirable neighborhood. New beautiful waterproof flooring and chic tile throughout the home. New kitchen cabinets, All new stainless steel appliances, high-end quartz countertops. Master Bath has a separate glass shower and jetted tub, with double vanity! 2nd living room with windows look over pool giving you your own backyard paradise ! This home is a must see.... won't last long!"
